25,3125,3889 SAN PABLO AVE,EMERYVILLE,CA,94608,-510,450-1200
25,3126,610 HEGENBERGER RD,OAKLAND,CA,94621,-510,636-7970
25,3127,1291 SANGUINETH,SONORA,CA,95370,-209,533-7810
25,4160,400 DARTMOUTH AVE,LOVELOCK,NV,89419,-702,273-2418
25,4178,37264 MAIN ST,BURNEY,CA,96013,-530,335-3212
25,4601,145 JACKSON STREET,SAN FRANCISCO,CA,94111,-415,982-3112
25,4623,1200 PITT SCHOOL RD.,DIXON,CA,95620,,
27,0219,3900 SOUTH OTHELLO,SEATTLE,WA,98118,-206,722-5552
27,0251,1202-1220 MORGAN STREET,DAVENPORT,WA,9.91E+08,-509,725-7151
27,0259,310 WEST FRONT STREET,BUTTE,MT,59701,-406,723-5808
27,0289,901 WEST MAIN STREET,BOZEMAN,MT,59715,-406,587-9017
27,0307,215 EAST ROSE STREET,WALLA WALLA,WA,99362,-509,529-3711
27,0329,"1112 SOUTH ""M"" STREET",TACOMA,WA,98405,-253,627-8840
27,0333,1803 GEORGE WASHINGTON WAY,RICHLAND,WA,99352,-509,946-9605
27,0335,WEST 2825 KENNEWICK AVENUE,KENNEWICK,WA,99336,-509,783-9562
27,0337,WEST 10 COLVILLE AVENUE,CHEWELAH,WA,99109,-509,935-8383
27,0342,WEST 1616 NORTHWEST BOULEVARD,SPOKANE,WA,99205,-509,327-4974
27,0350,702 NORTH 5TH AVENUE,SANDPOINT,ID,83864,-208,263-9638
27,0360,12318 15TH AVENUE N.E.,SEATTLE,WA,98125,-206,364-5132
27,0366,2725 N.E. SUNSET BOULEVARD,RENTON,WA,98056,-425,228-5700
27,0368,2100 QUEEN ANNE AVENUE_N,SEATTLE,WA,98109,-206,282-8090
27,0373,2622 CALIFORNIA AVENUE_S W,SEATTLE,WA,98116,-206,937-5112
27,0374,410 BELLVUE WAY N.E.,BELLEVUE,WA,98004,-425,456-0205
27,0383,1320 SOUTH BLAINE STREET,MOSCOW,ID,83843,-208,883-0713
27,0385,391 N. MAIN ST,COLVILLE,WA,99114,-509,684-3782
27,0398,3080 148TH S E_SUITE 114,BELLEVUE,WA,98007,-425,649-5634
27,0405,3627 AIRPORT WAY,FAIRBANKS,AK,99701,-907,479-4231
27,0422,611 S MERIDIAN,PUYALLUP,WA,98371,-253,845-2010
27,0423,7340 35TH N E,SEATTLE,WA,98115,-206,524-7064
27,0442,15332 AURORA AVE N,SHORELINE,WA,98133,-206,363-8683
27,0459,20830 108TH S E,KENT,WA,98031,-253,854-2814
27,0462,205 NORTH 5TH AVE,YAKIMA,WA,98902,-509,453-8833
27,0464,17246 REMOND WAY_N E,REDMOND,WA,98052,-425,885-3323
27,0466,530 BROADWAY E,SEATTLE,WA,98102,-206,323-1190
27,0474,1715 BROADWAY,EVERETT,WA,98201,-425,252-9898
27,0477,28810 MILITARY RD_S,FEDERAL WAY,WA,98003,-253,941-1500
27,0486,3842 BRIDGEPORT WAY,TACOMA,WA,98466,-253,565-6215
27,0488,3020 NORTHEAST_45TH ST.,SEATTLE,WA,98105,-206,522-8350
27,0490,1645 140TH N E,BELLEVUE,WA,98005,-425,455-6500
27,0494,152 ROOSEVELT AVE E,ENUMCLAW,WA,98022,-360,825-5023
27,0496,15000 N E 24TH,REDMOND,WA,98052,-425,455-6549
27,0497,17202 15TH AVE N E,SHORELINE,WA,98155,-206,363-3130
27,0502,5702 SUMMITVIEW AVE,YAKIMA,WA,98908,-509,965-3622
27,0503,11031 19TH AVE S E,EVERETT,WA,98204,-425,337-0886
27,0517,7601 EVERGREEN WAY,EVERETT,WA,98203,-425,355-1540
